,DF,DF_acc,Fmax,Fmax_acc,SF,gender,height,id,mass,speed,stride_frequency_acc,tc,tc_acc,tce,tce_acc,tf,tf_acc,tfe,tfe_acc
0,39.48660877302608,36.12856722667789,2.206895843993626,2.3867655453618757,1.3206515733535718,1.0,1.814,1.0,71.0,9.0,1.3217363598531593,299.00000000000006,273.35521,185.50000000000003,184.10012,79.49999999999997,104.83148500000001,193.24999999999994,194.56429000000003
1,34.61427325256805,34.77731524774278,2.4437506498829884,2.551213047910295,1.3250260337221271,1.0,1.814,1.0,71.0,11.0,1.3268676891036313,261.25,262.11292,173.75000000000017,183.52653000000004,116.25000000000003,114.451515,203.74999999999983,192.99750499999996
2,32.02638957600974,34.38106871074503,2.5577345907452864,2.5903348623853213,1.3443060426568278,1.0,1.814,1.0,71.0,13.0,1.344604152852724,238.24999999999986,255.72586499999997,163.24999999999994,180.69311499999998,133.75000000000006,116.12761500000002,208.75000000000006,191.162855
3,35.330573244622755,35.86597944878981,2.526297356070736,2.5792385321100917,1.2419439578564346,1.0,1.845,2.0,73.0,9.0,1.2439665365474923,284.49999999999994,288.3362149999999,180.50000000000006,187.63654499999998,117.75,113.438255,221.74999999999986,214.80136999999996
4,34.172582887074284,36.18611663586498,2.5419768651646066,2.437700305810398,1.2921383124199202,1.0,1.845,2.0,73.0,11.0,1.2841062672791848,264.50000000000006,281.79446999999993,174.25000000000006,191.09424,122.49999999999996,107.66150999999999,212.75,198.66449499999996
5,30.89159296032987,35.70364472199483,2.7857084720317213,2.481399592252803,1.2954420767496255,1.0,1.845,2.0,73.0,13.0,1.2945897944556497,238.5,275.7971099999999,162.75,190.77786999999998,147.49999999999994,110.65776000000001,223.25,195.21920999999998
6,42.2766062126553,38.38004651606697,2.0508678459738423,2.22243628950051,1.3180938233924464,1.0,1.768,3.0,67.0,9.0,1.31875947999922,320.7499999999999,291.07514999999995,196.49999999999983,186.13427500000003,58.749999999999986,88.020655,182.75000000000006,193.222885
7,39.33897451067979,38.67748841595731,2.122296459357231,2.2162614678899075,1.3291388643488837,1.0,1.768,3.0,67.0,11.0,1.3297059369850948,296.0,290.90935499999995,193.99999999999983,184.35037999999997,80.25000000000007,84.88151000000002,181.75000000000023,191.76344
8,36.07513963059725,37.39524771752625,2.2818354173384963,2.3043547400611617,1.3652991122422595,1.0,1.768,3.0,67.0,13.0,1.3666832696987672,264.2500000000001,273.655515,181.49999999999991,180.376975,101.74999999999994,92.401195,184.25000000000003,185.784275
9,34.27278796946602,34.9127940765712,2.698214124822902,2.568207951070336,1.377972259556997,1.0,1.77,4.0,68.0,9.0,1.3790505673021083,248.74999999999994,253.17765500000002,147.75,178.40315000000004,114.25000000000004,109.20307500000001,215.00000000000006,184.05872999999997
10,32.355459420809446,35.00380769336236,2.730992308751327,2.55552752293578,1.436433761898632,1.0,1.77,4.0,68.0,11.0,1.4366597408835209,225.25000000000009,243.66966000000002,141.49999999999994,171.74249000000003,122.99999999999989,104.51030499999999,206.50000000000006,176.333865
